"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
11,US,A1,US 2018/0106553 A1,002-248-270-658-083,2018-04-19,2018,US 201715728526 A,2017-10-10,US 201715728526 A;;US 201662407552 P,2016-10-13,THERMAL MODULE CHARGING METHOD,"The present application discloses a thermal ground plane that is charged by laser welding a cover on an aperture. Prior to sealing, the thermal ground plane is filled with a quantity of a working fluid, and the device is heated until the working fluid is boiling in the cavity. Accordingly, the cavity is filled with the working fluid and with a saturated vapor of the working fluid. When the saturated vapor has displaced other gases, the cavity is laser welded shut.",PIMEMS INC,BOZORGI PAYAM;;GOTT SHANNON C;;REED TIMOTHY,BOYD CORPORATION (2019-08-20),https://lens.org/002-248-270-658-083,Patent Application,yes,19,4,2,2,0,F28F2245/04;;F28D15/04;;H01L23/427;;B23P2700/09;;F28F2255/20;;B23K26/206;;F28D15/0283;;B23P15/26;;F28D15/0283;;B23K26/24;;B23P15/26;;F28F2245/02;;B23P2700/09;;F28F2245/04;;F28D15/04;;H01L23/427;;F28F2255/20;;B23K26/206,F28D15/02;;B23K26/24;;B23P15/26,,0,0,,,,DISCONTINUED
12,CN,A,CN 1529584 A,066-555-643-320-838,2004-09-15,2004,CN 02814155 A,2002-05-02,US 29079101 P,2001-05-14,Damp cleansing wipe,公开了一种可任意处置的基本上是潮湿的清洁用物品，它有浸渍在柔韧的底物诸如非织造布上的清洁组合物。这种浸渍的组合物包括起泡沫的表面活性剂和水，以及一种水结合剂，结果使组合物具有的水分活性低于0.977，但不低于0.001。水的含量范围按物品总重量计算不大于15％至不高于45％。泡沫形成的速度和泡沫量在所述的水分活性和含水量范围限度以内会增加。,UNILEVER PLC,LEE J;;GOTT R E;;SLAVTCHEFF C S,,https://lens.org/066-555-643-320-838,Patent Application,no,0,3,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,DISCONTINUED
13,AT,T1,AT E364427 T1,003-951-413-874-711,2007-07-15,2007,AT 03720490 T,2003-04-17,US 13980802 A,2002-05-06,KORPERPFLEGEMISCHUNG MIT FARBWECHSELANZEIGER,"A substantially dry composition, especially for personal care products is provided which includes a colorant activatable in water to release a visual color, and an oil-soluble carrier. The colorant is insoluble in the carrier and the visual color is not imparted to the composition in its substantially dry state. Addition of water to the composition activates a color change which renders the visual color perceivable by a consumer. Color changes can be associated as a signal of performance by a consumer.",UNILEVER NV,GOTT ROBERT E;;PADLO EWA;;SLAVTCHEFF C S,,https://lens.org/003-951-413-874-711,Granted Patent,no,0,0,11,11,0,A61K8/29;;A61K2800/42;;A61Q9/04;;A61Q19/02;;A61Q19/10;;A61Q19/10;;A61Q19/02;;A61K8/29;;A61Q9/04;;A61K2800/42,A61K8/29;;A61Q9/04;;A61Q19/02;;A61Q19/10,,0,0,,,,EXPIRED
14,EP,A2,EP 1387667 A2,005-655-007-795-344,2004-02-11,2004,EP 02740558 A,2002-05-02,EP 0204872 W;;US 29079101 P,2001-05-14,DAMP CLEANSING WIPE,,UNILEVER PLC;;UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M C,,https://lens.org/005-655-007-795-344,Patent Application,yes,0,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
15,DE,T2,DE 60206906 T2,017-166-434-677-279,2006-07-13,2006,DE 60206906 T,2002-05-02,US 29079101 P;;EP 0204872 W,2001-05-14,FEUCHTES REINIGUNGSTUCH,,UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M C,,https://lens.org/017-166-434-677-279,Granted Patent,no,0,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A61K8/34;;A47K10/16;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/30;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q1/14;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
16,EP,A1,EP 1501469 A1,095-889-579-809-621,2005-02-02,2005,EP 03720490 A,2003-04-17,EP 0304046 W;;US 13980802 A,2002-05-06,PERSONAL CARE COMPOSITION WITH COLOR CHANGE INDICATOR,"A substantially dry composition, especially for personal care products is provided which includes a colorant activatable in water to release a visual color, and an oil-soluble carrier. The colorant is insoluble in the carrier and the visual color is not imparted to the composition in its substantially dry state. Addition of water to the composition activates a color change which renders the visual color perceivable by a consumer. Color changes can be associated as a signal of performance by a consumer.",UNILEVER PLC;;UNILEVER NV,GOTT ROBERT E;;PADLO EWA U;;SLAVTCHEFF C S,UNILEVER PLC (2007-04-25);;UNILEVER N.V. (2007-04-25),https://lens.org/095-889-579-809-621,Patent Application,yes,0,0,11,11,0,A61K8/29;;A61K2800/42;;A61Q9/04;;A61Q19/02;;A61Q19/10;;A61Q19/10;;A61Q19/02;;A61K8/29;;A61Q9/04;;A61K2800/42,A61Q1/02;;A61K8/19;;A61K8/29;;A61K8/89;;A61K8/92;;A61Q7/00;;A61Q9/04;;A61Q19/02;;A61Q19/10,,0,0,,,,EXPIRED
17,DE,D1,DE 60206906 D1,102-107-807-254-393,2005-12-01,2005,DE 60206906 T,2002-05-02,US 29079101 P;;EP 0204872 W,2001-05-14,FEUCHTES REINIGUNGSTUCH,,UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M C,,https://lens.org/102-107-807-254-393,Granted Patent,no,0,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
18,EP,B1,EP 1387667 B1,071-566-825-243-292,2005-10-26,2005,EP 02740558 A,2002-05-02,EP 0204872 W;;US 29079101 P,2001-05-14,DAMP CLEANSING WIPE,,UNILEVER PLC;;UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M C,,https://lens.org/071-566-825-243-292,Granted Patent,yes,3,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
19,AT,T1,AT E307567 T1,002-357-917-834-395,2005-11-15,2005,AT 02740558 T,2002-05-02,US 29079101 P;;EP 0204872 W,2001-05-14,FEUCHTES REINIGUNGSTUCH,,UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M C,,https://lens.org/002-357-917-834-395,Granted Patent,no,0,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
20,DE,B4,DE 102015101277 B4,004-765-358-962-635,2017-11-23,2017,DE 102015101277 A,2015-01-29,US 201414173184 A,2014-02-05,Anordnung zum manuellen Lösen der Parkstellung zum Schalten eines Getriebes aus einem Parkmodus in einen Nicht-Park-Modus,"Anordnung (150) zum manuellen Lösen der Parkstellung zum Schalten eines Getriebes (14) aus einem Parkmodus in einen Nicht-Park-Modus, wobei die Anordnung (150) zum manuellen Lösen der Parkstellung umfasst: ein Gehäuse (158), das einen inneren Hohlraum (184) und eine Öffnung (190), die mit dem inneren Hohlraum (184) in Verbindung steht, definiert; eine Verriegelungsvorrichtung (178), die wenigstens teilweise in dem inneren Hohlraum (184) angeordnet ist, wobei die Verriegelungsvorrichtung (178) zwischen einer verriegelten Position und einer entriegelten Position bezüglich des Gehäuses (158) beweglich ist; und einen Aktuator (152) zum manuellen Lösen der Parkstellung, der an die Verriegelungsvorrichtung (178) gekoppelt ist, wobei der Aktuator (152) zum manuellen Lösen der Parkstellung zwischen einer ersten Position und einer zweiten Position bezüglich des Gehäuses (158) beweglich ist, wenn sich die Verriegelungsvorrichtung (178) in der entriegelten Position befindet, wobei der Aktuator (152) zum manuellen Lösen der Parkstellung enthält: einen Aktuatorkörper (170), der derart dimensioniert ist, dass der Aktuatorkörper (170) in der Lage ist, wenigstens teilweise in der Öffnung (190) aufgenommen zu werden, wobei der Aktuatorkörper (170) ein flexibles Kabel ist; und mehrere mechanische Anschläge (171), die an den Aktuatorkörper (170) gekoppelt sind und die jeweils eine Breite aufweisen, die größer als eine Breite der Öffnung (190) ist, wobei wenigstens einer der mechanischen Anschläge (171) außerhalb des Gehäuses (158) angeordnet ist, wenn der Aktuatorkörper (170) wenigstens teilweise in der Öffnung (190) angeordnet ist.",GM GLOBAL TECH OPERATIONS LLC,ALBERTSON TODD D;;GOTT RONALD C;;SCHUMANN DOUGLAS W,,https://lens.org/004-765-358-962-635,Granted Patent,no,5,0,6,6,0,F16H61/00;;F16H63/34;;F16H63/3408;;F16H63/3491;;Y10T74/20098;;Y10T74/20098;;F16H63/3491;;F16H59/10;;F16H61/22,F16H63/38,,0,0,,,,ACTIVE
21,EP,B1,EP 1501469 B1,092-581-888-952-093,2007-06-13,2007,EP 03720490 A,2003-04-17,EP 0304046 W;;US 13980802 A,2002-05-06,PERSONAL CARE COMPOSITION WITH COLOR CHANGE INDICATOR,"A substantially dry composition, especially for personal care products is provided which includes a colorant activatable in water to release a visual color, and an oil-soluble carrier. The colorant is insoluble in the carrier and the visual color is not imparted to the composition in its substantially dry state. Addition of water to the composition activates a color change which renders the visual color perceivable by a consumer. Color changes can be associated as a signal of performance by a consumer.",UNILEVER PLC;;UNILEVER NV,GOTT ROBERT E;;PADLO EWA U;;SLAVTCHEFF C S,UNILEVER PLC (2007-04-25);;UNILEVER N.V. (2007-04-25),https://lens.org/092-581-888-952-093,Granted Patent,yes,5,0,11,11,0,A61K8/29;;A61K2800/42;;A61Q9/04;;A61Q19/02;;A61Q19/10;;A61Q19/10;;A61Q19/02;;A61K8/29;;A61Q9/04;;A61K2800/42,A61Q1/02;;A61K8/19;;A61K8/29;;A61K8/89;;A61K8/92;;A61Q7/00;;A61Q9/04;;A61Q19/02;;A61Q19/10,,0,0,,,,EXPIRED
22,ES,T3,ES 2287469 T3,086-909-624-028-701,2007-12-16,2007,ES 03720490 T,2003-04-17,US 13980802 A,2002-05-06,COMPOSICIONES PARA EL CUIDADO PERSONAL CON INDICADOR DE CAMBIO DE COLOR.,"A substantially dry composition, especially for personal care products is provided which includes a colorant activatable in water to release a visual color, and an oil-soluble carrier. The colorant is insoluble in the carrier and the visual color is not imparted to the composition in its substantially dry state. Addition of water to the composition activates a color change which renders the visual color perceivable by a consumer. Color changes can be associated as a signal of performance by a consumer.",UNILEVER NV,GOTT ROBERT E;;PADLO EWA U;;SLAVTCHEFF C S,,https://lens.org/086-909-624-028-701,Granted Patent,no,0,0,11,11,0,A61K8/29;;A61K2800/42;;A61Q9/04;;A61Q19/02;;A61Q19/10;;A61Q19/10;;A61Q19/02;;A61K8/29;;A61Q9/04;;A61K2800/42,A61Q1/02;;A61K8/19;;A61K8/29;;A61K8/89;;A61K8/92;;A61Q7/00;;A61Q9/04;;A61Q19/02;;A61Q19/10,,0,0,,,,EXPIRED
23,CN,A,CN 104819284 A,094-092-591-711-649,2015-08-05,2015,CN 201510042336 A,2015-01-28,US 201414173184 A,2014-02-05,Manual park release actuator assembly,"A manual park release assembly includes a housing defining an inner cavity and an opening in communication with the inner cavity. The manual park release assembly further includes a locking device at least partially disposed in the inner cavity. The locking device is movable relative to the housing between a locked position and an unlocked position. Further, the manual park release actuator assembly includes a manual park release actuator coupled to the locking device. The manual park release actuator is movable relative to the housing between a first position and a second position when the locking device is in the unlocked position. The manual park release actuator includes an actuator body sized to be at least partially received in the opening and a plurality of mechanical stops coupled to the actuator body.",GM GLOBAL TECH OPERATIONS INC,ALBERTSON TODD D;;GOTT RONALD C;;SCHUMANN DOUGLAS W,,https://lens.org/094-092-591-711-649,Patent Application,no,9,1,6,6,0,F16H61/00;;F16H63/34;;F16H63/3408;;F16H63/3491;;Y10T74/20098;;Y10T74/20098;;F16H63/3491;;F16H59/10;;F16H61/22,F16H63/34;;F16H61/00,,0,0,,,,ACTIVE
24,US,A1,US 2011/0143768 A1,064-066-158-827-424,2011-06-16,2011,US 63750209 A,2009-12-14,US 63750209 A,2009-12-14,"METHODS AND APPARATUS RELATED TO REGION-SPECIFIC MOBILE DEVICE AND INFRASTRUCTURE DETECTION, ANALYSIS AND DISPLAY","A processor-readable medium stores code representing instructions to cause a processor to receive a signal including an identifier associated with a wireless base station. The code further represents instructions to cause the processor to determine a geolocation associated with the wireless base station and to receive a signal including an identifier associated with a device operatively coupled to the wireless base station. The code further represents instructions to cause the processor to send a signal including the identifier associated with the wireless base station, the identifier associated with the device and the geolocation.",LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,BATTLEFIELD TELECOMMUNICATIONS SYSTEMS LLC (2010-03-10),https://lens.org/064-066-158-827-424,Patent Application,yes,43,38,2,2,0,H04W24/08;;H04W64/00;;H04W24/08;;H04W64/00,H04W24/00,455/456.1,0,0,,,,DISCONTINUED
25,WO,A1,WO 2011/075428 A1,102-282-220-726-767,2011-06-23,2011,US 2010/0060035 W,2010-12-13,US 63750209 A,2009-12-14,METHODS AND APPARATUS RELATED TO SUBSTANTIALLY REAL-TIME DATA TRANSMISSION AND ANALYSIS FOR SENSORS,"In some embodiments, a system includes a mobile base station, multiple sensors, and multiple communication devices. Each sensor is configured to collect sensor data. Each communication device is coupled to at least one of the multiple sensors. Each communication device is coupled to an encryption engine configured to receive and encrypt data from at least one of the multiple sensors. Each communication device is configured to send the sensor data from the respective sensor to the mobile base station.",BERICO TAILORED SYSTEMS LLC;;LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,,https://lens.org/102-282-220-726-767,Patent Application,yes,7,0,2,2,0,H04W24/08;;H04W64/00;;H04W24/08;;H04W64/00,H04W24/00,,0,0,,,,PENDING
26,CN,A,CN 1350575 A,110-587-574-342-16X,2002-05-22,2002,CN 00807583 A,2000-03-13,US 12496099 P,1999-03-18,Towelette product,,UNILEVER PLC,ZNAIDEN A P;;SLAVTCHEFF C S;;GOTT R E,,https://lens.org/110-587-574-342-16X,Patent Application,no,0,0,19,19,0,A61K8/0208;;A61K8/365;;A61Q19/08;;A61K8/0208;;A61Q19/08;;A61K8/365,A61K8/00;;A61K8/02;;A61K8/30;;A61K8/34;;A61K8/36;;A61K8/365;;A61K8/85;;A61K8/89;;A61K8/891;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
27,WO,A1,WO 2011/081872 A1,124-075-982-277-474,2011-07-07,2011,US 2010/0060040 W,2010-12-13,US 63751109 A,2009-12-14,"METHODS AND APPARATUS RELATED TO REGION-SPECIFIC MOBILE AND INFRASTRUCTURE DETECTION, ANALYSIS AND DISPLAY","A processor-readable medium stores code representing instructions to cause a processor to receive a signal including an identifier associated with a wireless base station. The code further represents instructions to cause the processor to determine a geolocation associated with the wireless base station and to receive a signal including an identifier associated with a device operatively coupled to the wireless base station. The code further represents instructions to cause the processor to send a signal including the identifier associated with the wireless base station, the identifier associated with the device and the geolocation.",BERICO TAILORED SYSTEMS LLC;;LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,,https://lens.org/124-075-982-277-474,Patent Application,yes,5,0,2,2,0,H04L67/12;;H04L67/12;;H04Q9/00;;H04Q9/00;;H04Q2209/40;;H04Q2209/40;;H04Q2209/50;;H04Q2209/50;;H04W12/033;;H04W12/033,H04W4/02,,1,1,007-853-660-685-383,10.1007/978-3-540-30178-3_1,"BELLAVISTA ET AL.: ""Mobility Prediction for Mobile Agent-Based Service Continuity in the Wireless Internet"", MATA 2004, LNCS 3284, vol. 3284, 2004, pages 1 - 12, XP002480628, Retrieved from the Internet <URL:http://www.soi.city.ac.uk/~raper/JLBSpdfs/MATA2004-Bellavista-MobilityPredictionforMobileAgents.pdf> [retrieved on 20110329]",PENDING
28,CN,C,CN 1173025 C,199-161-317-903-262,2004-10-27,2004,CN 00807583 A,2000-03-13,US 12496099 P,1999-03-18,Towelette product,本发明提供一种一次性小毛巾，其包括浸渍有α-羟基酸的柔软性衬底，如纤维素薄片，所述α-羟基酸在化妆可接受的载体介质中提供。还提供了一种方法，用以在清洁皮肤的同时，通过用浸渍过的小毛巾擦拭皮肤抑制细纹和皱纹。,UNILEVER PLC,ZNAIDEN A P;;SLAVTCHEFF C S;;GOTT R E,,https://lens.org/199-161-317-903-262,Granted Patent,no,0,0,19,19,0,A61K8/0208;;A61K8/365;;A61Q19/08;;A61K8/0208;;A61Q19/08;;A61K8/365,A61K8/00;;A61K8/02;;A61K8/30;;A61K8/34;;A61K8/36;;A61K8/365;;A61K8/85;;A61K8/89;;A61K8/891;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
29,US,B2,US 9423019 B2,151-128-897-550-582,2016-08-23,2016,US 201414173184 A,2014-02-05,US 201414173184 A,2014-02-05,Manual park release actuator assembly,"A manual park release assembly includes a housing defining an inner cavity and an opening in communication with the inner cavity. The manual park release assembly further includes a locking device at least partially disposed in the inner cavity. The locking device is movable relative to the housing between a locked position and an unlocked position. Further, the manual park release actuator assembly includes a manual park release actuator coupled to the locking device. The manual park release actuator is movable relative to the housing between a first position and a second position when the locking device is in the unlocked position. The manual park release actuator includes an actuator body sized to be at least partially received in the opening and a plurality of mechanical stops coupled to the actuator body.",GM GLOBAL TECH OPERATIONS LLC,ALBERTSON TODD D;;GOTT RONALD C;;SCHUMANN DOUGLAS W,GM GLOBAL TECHNOLOGY OPERATIONS LLC (2014-01-21),https://lens.org/151-128-897-550-582,Granted Patent,yes,5,4,6,6,0,F16H61/00;;F16H63/34;;F16H63/3408;;F16H63/3491;;Y10T74/20098;;Y10T74/20098;;F16H63/3491;;F16H59/10;;F16H61/22,F16H63/34;;F16H59/10;;F16H61/22,,1,0,,,"Waytek Wire, Mini Splash Proof Connectors, Oct. 27, 2010, Stock No. 38684.",ACTIVE
